COMPACTNESS,CIRCULARITY,DISTANCE,RADIUS,PR,MAX,SCATTER,ELONGATEDNESS,AXISRECTANGULAR,LENGTHRECTANGULAR,MAJORVARIANCE,MINORVARIANCE,GYRATIONRADIUS,MAJORSKEWNESS,MINORSKEWNESS,MINORKURTOSIS,MAJORKURTOSIS,HOLLOWS,class
[73.0-87.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),A
[87.5-98.5),[33.0-40.5),[76.5-92.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[154.5-163.5),[29.5-41.5),[19.5-20.5),[118.0-135.5),[165.5-180.5),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[73.0-87.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[17.5-41.0],[181.5-185.5),[181.0-191.5),B
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[33.0-40.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[54.5-59.0],[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[185.5-191.5),[191.5-198.5),B
[73.0-87.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[46.5-61.0],[18.5-19.5),[135.5-147.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[17.5-41.0],[181.5-185.5),[181.0-191.5),B
[87.5-98.5),[33.0-40.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[154.5-163.5),[29.5-41.5),[19.5-20.5),[118.0-135.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[191.5-206.0],[198.5-211.0],A
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[98.5-103.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[9.5-22.0],[17.5-41.0],[191.5-206.0],[198.5-211.0],B
[73.0-87.5),[33.0-40.5),[40.0-64.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[176.0-181.5),[181.0-191.5),D
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[17.5-41.0],[185.5-191.5),[191.5-198.5),C
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[74.5-135.0],[9.5-22.0],[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[87.5-98.5),[33.0-40.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[112.0-140.5),[46.5-61.0],[17.0-18.5),[135.5-147.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],D
[87.5-98.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[33.0-40.5),[40.0-64.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],D
[103.5-119.0],[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[130.0-165.5),[305.5-344.5),[170.5-189.5),[74.5-135.0],[9.5-22.0],[0.0-17.5),[176.0-181.5),[181.0-191.5),B
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[19.5-20.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[112.0-140.5),[46.5-61.0],[17.0-18.5),[135.5-147.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],D
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[387.5-761.5),[170.5-189.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[98.5-103.5),[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[67.5-138.0],[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[17.5-41.0],[185.5-191.5),[198.5-211.0],D
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[176.0-181.5),[181.0-191.5),C
[87.5-98.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[191.5-198.5),A
[98.5-103.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[191.5-206.0],[198.5-211.0],A
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[2.0-7.5),[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[181.0-191.5),C
[87.5-98.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[87.5-98.5),[33.0-40.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[165.5-180.5),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[98.5-103.5),[54.5-59.0],[92.5-112.0],[166.5-333.0],[67.5-138.0],[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[172.5-188.0],[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),A
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[67.5-138.0],[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[180.5-239.0),[305.5-344.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[181.5-185.5),[181.0-191.5),C
[103.5-119.0],[49.5-54.5),[76.5-92.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[17.5-41.0],[191.5-206.0],[191.5-198.5),C
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[176.0-181.5),[181.0-191.5),C
[87.5-98.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[154.5-163.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[180.5-239.0),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),C
[87.5-98.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[87.5-98.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[163.5-230.5),[29.5-41.5),[19.5-20.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[170.5-189.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[87.5-98.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[103.5-119.0],[54.5-59.0],[92.5-112.0],[166.5-333.0],[56.5-67.5),[2.0-7.5),[230.5-265.0],[26.0-29.5),[25.5-29.0],[160.5-172.5),[239.0-320.0],[761.5-1018.0],[241.5-268.0],[74.5-135.0],[9.5-22.0],[0.0-17.5),[181.5-185.5),[181.0-191.5),C
[98.5-103.5),[33.0-40.5),[64.5-76.5),[166.5-333.0],[56.5-67.5),[2.0-7.5),[163.5-230.5),[29.5-41.5),[19.5-20.5),[118.0-135.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[191.5-206.0],[198.5-211.0],C
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[74.5-135.0],[9.5-22.0],[0.0-17.5),[176.0-181.5),[181.0-191.5),C
[87.5-98.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[103.5-119.0],[54.5-59.0],[92.5-112.0],[166.5-333.0],[56.5-67.5),[2.0-7.5),[230.5-265.0],[26.0-29.5),[25.5-29.0],[160.5-172.5),[239.0-320.0],[761.5-1018.0],[241.5-268.0],[74.5-135.0],[0.0-9.5),[17.5-41.0],[176.0-181.5),[181.0-191.5),C
[87.5-98.5),[33.0-40.5),[40.0-64.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[176.0-181.5),[181.0-191.5),B
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[33.0-40.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[19.5-20.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[73.0-87.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[170.5-189.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[181.0-191.5),C
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[160.5-172.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[98.5-103.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[135.5-147.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[74.5-135.0],[0.0-9.5),[17.5-41.0],[181.5-185.5),[181.0-191.5),D
[87.5-98.5),[33.0-40.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[165.5-180.5),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[33.0-40.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[118.0-135.5),[180.5-239.0),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[73.0-87.5),[40.5-49.5),[64.5-76.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[305.5-344.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[181.5-185.5),[181.0-191.5),C
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[163.5-230.5),[29.5-41.5),[19.5-20.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[191.5-198.5),A
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[17.5-41.0],[185.5-191.5),[191.5-198.5),A
[103.5-119.0],[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[112.0-140.5),[46.5-61.0],[17.0-18.5),[135.5-147.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[191.5-206.0],[198.5-211.0],D
[98.5-103.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[47.0-56.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),A
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[73.0-87.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[7.5-55.0],[112.0-140.5),[46.5-61.0],[17.0-18.5),[135.5-147.5),[180.5-239.0),[184.0-305.5),[170.5-189.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[185.5-191.5),[198.5-211.0],D
[87.5-98.5),[33.0-40.5),[40.0-64.5),[104.0-166.5),[56.5-67.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],D
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[47.0-56.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[74.5-135.0],[9.5-22.0],[0.0-17.5),[181.5-185.5),[191.5-198.5),D
[87.5-98.5),[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[191.5-206.0],[198.5-211.0],A
[98.5-103.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[2.0-7.5),[163.5-230.5),[26.0-29.5),[20.5-25.5),[160.5-172.5),[239.0-320.0],[761.5-1018.0],[189.5-241.5),[74.5-135.0],[0.0-9.5),[0.0-17.5),[185.5-191.5),[181.0-191.5),C
[98.5-103.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[103.5-119.0],[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[170.5-189.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[17.5-41.0],[185.5-191.5),[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[7.5-55.0],[140.5-154.5),[41.5-46.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[98.5-103.5),[49.5-54.5),[92.5-112.0],[166.5-333.0],[67.5-138.0],[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[239.0-320.0],[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[185.5-191.5),[198.5-211.0],A
[87.5-98.5),[40.5-49.5),[76.5-92.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[135.5-147.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[154.5-163.5),[29.5-41.5),[19.5-20.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[47.0-56.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[17.5-41.0],[185.5-191.5),[191.5-198.5),A
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[191.5-198.5),B
[87.5-98.5),[33.0-40.5),[64.5-76.5),[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[19.5-20.5),[118.0-135.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[185.5-191.5),[191.5-198.5),A
[103.5-119.0],[49.5-54.5),[92.5-112.0],[166.5-333.0],[67.5-138.0],[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[160.5-172.5),[180.5-239.0),[387.5-761.5),[189.5-241.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[185.5-191.5),[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[67.5-138.0],[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[170.5-189.5),[59.0-74.5),[9.5-22.0],[0.0-17.5),[185.5-191.5),[191.5-198.5),D
[103.5-119.0],[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],A
[87.5-98.5),[40.5-49.5),[76.5-92.5),[104.0-166.5),[56.5-67.5),[7.5-55.0],[154.5-163.5),[41.5-46.5),[19.5-20.5),[147.5-160.5),[165.5-180.5),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[198.5-211.0],D
[87.5-98.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[7.5-55.0],[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[185.5-191.5),[191.5-198.5),D
[98.5-103.5),[40.5-49.5),[92.5-112.0],[166.5-333.0],[56.5-67.5),[7.5-55.0],[163.5-230.5),[29.5-41.5),[20.5-25.5),[147.5-160.5),[180.5-239.0),[387.5-761.5),[170.5-189.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[191.5-206.0],[198.5-211.0],B
[87.5-98.5),[40.5-49.5),[64.5-76.5),[166.5-333.0],[67.5-138.0],[2.0-7.5),[154.5-163.5),[29.5-41.5),[18.5-19.5),[135.5-147.5),[165.5-180.5),[344.5-387.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[0.0-17.5),[191.5-206.0],[198.5-211.0],C
[73.0-87.5),[33.0-40.5),[64.5-76.5),[104.0-166.5),[47.0-56.5),[2.0-7.5),[112.0-140.5),[46.5-61.0],[17.0-18.5),[118.0-135.5),[130.0-165.5),[184.0-305.5),[109.0-170.5),[59.0-74.5),[0.0-9.5),[17.5-41.0],[181.5-185.5),[191.5-198.5),A
